-213.13295468579963,431.9,0.0,0.0
-213.13295468579963,431.9,-0.1,0.04000000000000001
-213.1729546857996,432.0,-0.2,0.0
-213.1729546857996,432.20000000000005,-0.30000000000000004,0.04000000000000001
-213.21295468579956,432.5,-0.4,0.0
-213.21295468579956,432.9,-0.5,0.04000000000000001
-213.25295468579952,433.4,-0.6000000000000001,0.0
-213.25295468579952,434.0,-0.7000000000000002,0.04000000000000001
-213.2929546857995,434.70000000000005,-0.8000000000000003,0.0
-213.2929546857995,435.5,-0.9000000000000004,0.04000000000000001
-213.33295468579945,436.4,-1.0000000000000004,0.0
-213.33295468579945,437.4,-1.0998781654038197,0.03302010065949981
-213.365974786459,438.49987816540374,-1.1993909754557845,-0.020931194089325256
-213.34504359236962,439.69926914085954,-1.2982953545294391,-0.0018368867428559428
-213.3432067056268,440.99756449538893,-1.3963489682777532,0.010328493065130978
-213.35353519869193,442.39391346366665,-1.4933105188801947,-0.0644011424682551
-213.2891340562237,443.88722398254686,-1.588940039026956,-0.06598348063180695
-213.22315057559194,445.4761640215738,-1.682999184282155,-0.07436785975174048
-213.14878271584018,447.159163205856,-1.7752515234698187,-0.08949533091514031
-213.05928738492503,448.9344147293258,-1.8654628267288493,-0.11129872979012978
-212.94798865513485,450.79987755605464,-1.9534013508860308,-0.13970275845526353
-212.80828589667954,452.75327890694064,-2.038838121799388,-0.1746240771384459
-212.6336618195411,454.79211702874,-2.1215472133279083,-0.21597140575360596
-212.41769041378745,456.91366424206785,-2.2013060225877417,-0.2636456351114215
-212.15404477867605,459.11497026465554,-2.277895541159527,-0.3175399476685996
-211.83650483100746,461.39286580581506,-2.3511006219164146,-0.37753994766859955
-211.4589648833388,463.7439664277315,-2.4207102411476997,-0.4435238005152405
-211.0154410828236,466.16467666887917,-2.486517755658708,-0.5153623812093899
-210.50007870161426,468.6511944245379,-2.5483211545336975,-0.5929194316678845
-209.90715926994642,471.1995155790716,-2.605923305255042,-0.6760517267330162
-209.2311075432134,473.80543888432663,-2.6591321938788375,-0.764609248670324
-208.46649829454304,476.4645710782055,-2.707761158974316,-0.8584353699420956
